STORE_NUMBER,STORE_NAME,STORE_NAME_FULL,CITY,STATE,LATITUDE,LONGITUDE,ADDRESS1,ZIP_CODE,L1_CATEGORY,L2_SUBCATEGORY,SERVICE_CODE,SERVICE_NAME,IS_OIL_TRANSACTION,TRANSACTION_COUNT,OFFERS_SERVICE
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5414,A5414 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5433,A5433 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5456,A5456 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5462,A5462 AIR FILTER,1,3,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5553,A5553 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5566,A5566 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5583,A5583 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5642,A5642 AIR FILTER,1,4,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5649,A5649 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5650,A5650 AIR FILTER,1,2,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5699,A5699 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5786,A5786 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5841,A5841 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A6116,A6116 AIR FILTER,1,4,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A6122,A6122 AIR FILTER,1,3,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A6124,A6124 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A6131,A6131 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A6140,A6140 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A6149,A6149 AIR FILTER,1,2,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A6152,A6152 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A6167,A6167 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A6272,A6272 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A6280,A6280 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A6308,A6308 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A6314,A6314 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A6320,A6320 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A8172,A8172 AIR FILTER,1,2,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A8177,A8177 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A8220,A8220 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A9478,A9478 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A9520,A9520 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A9524,A9524 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A9525,A9525 AIR FILTER,1,2,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A9531,A9531 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A9868,A9868 AIR FILTER,1,2,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Brakes,Brake Pads / Rotors,COMM,brake light on,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Differentials,Front Differential,FDS,FRONT DIFFERENTIAL SERVICE,1,3,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Differentials,Gear Oil,75/140,SAE 75W-140 SYNTHETIC GL5,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Differentials,Gear Oil,75/90,SAE 75W-90 SYNTHETIC GL5,1,4,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Differentials,Rear Differential,RDS,REAR DIFFERENTIAL SERVICE,1,5,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Emissions & Inspections,Vehicle Check / Inspection,CKLST,!SERVICE CHECKLIST,1,253,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Engine,Uncategorized,PW,oil pan,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Engine,Uncategorized,COMM,oil pan leak u.a,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Engine,Valve Cover Gasket,COMM,"oil leaks at front valve cover, dripping onto exhaust causeing smoking condition",1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Engine,Vehicle Check / Inspection,COMM,"car came in for oil leaks upon inspection, found oil leak at oil pan..replaced oil pan, torqued to spec",1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Fluids & Cooling,Coolant / Antifreeze Service,UAF,UNIVERSAL ANTIFREEZE,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Fluids & Cooling,Coolant / Antifreeze Service,COMM,coolant dark upon arrival,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Fluids & Cooling,Coolant / Antifreeze Service,COMM,coolant smell upon arrivl,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Fluids & Cooling,Coolant / Antifreeze Service,COMM,possible oil in coolant,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Fluids & Cooling,Radiator Replacement,COMM,customer stated radiator replaced recently,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Fluids & Cooling,Radiator Service,RS1,RADIATOR SERVICE,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Fuel System,Fuel Filter,F80409,F80409 FUEL FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Lighting,Other Bulbs,194NA,194NA LIGHT BULB,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Lighting,Other Bulbs,7443,7443 LIGHT BULB,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,OL6,!FS-PREMIUM SYNTHETIC OIL,1,35,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,OL1,!FS-SYNTHETIC BLEND OIL,1,50,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,CO,CUSTOMER'S MOTOR OIL,1,4,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,COF,CUSTOMER'S OIL FILTER,1,5,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,FS 0W20,"DMX DEXOS G3 SYN 0W20 BU API SP RC, SN PLUS ILSAC GF-6A dexos1TGen3, MS-6395 WSS-M2C962-A1",1,69,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,FS 5W30,"DMX DEXOS G3 SYN 5W30 BU API SP RC, SN PLUS ILSAC GF-6A dexos1TGen3, MS-6395 WSS-M2C961-A1",1,55,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,5W20,"DMX SB 5W20 BU API-SP. ILSAC GF-6A MS-10797, GM6094M WSS-M2C945-B1, M2C960-A1 MS-6395",1,27,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,5W30,DMX SB 5W30 BU API-SP. ILSAC GF-6A GM6094M WSS-M2C946-B1 MS-6395,1,22,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,FS 5W20,"DMX SYN 5W20 BU API SP, ILSAC GF-6A WSS M2C960-A1,M2C945-B1 MS-6395, GM 6094M",1,39,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,PSE 0W20,"DMX SYN DEXOS D 0W20 BX API SP, SN Plus GM Dexos D, MB 229.71 ACEA C5,C6 WSS-M2C952-A1",1,2,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,PS 5W30,"DMX SYN XLT G3 5W30 BU API SP, ILSAC GF-6A WSS M2C961-A1,M2C946-B1 GM4718M, GM6094M MS-6395",1,5,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,PS 0W20,"DMX XLT DEXOS G3 0W20 DR API SP, ILSAC GF-6A WSS M2C962-A1,M2C947-B1 GM4718M, GM6094M MS-6395",1,7,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,PSE 5W30,"DMX XLT EURO C3 5W30 CS VW 504.00, 507.00, MB 229.31, 229.51 229.52, PORSCHE C30, API SP, SN PLUS ACEA C2, C3, API SP",1,4,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,EU 0W20,"DMX XLT EURO C5 0W20 Q API SP Resource Conservin ILSAC GF-6A VW 508.00/509.00 ACEA C5-21, MB 229.71",1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,PSE 0W30,"DMX XLT EURO SYN 0W30 CS API SL, ILSAC GF-6B ACEA A3/B3,  A3/B4 MB-226.50, 229.30, 229.50 RN0700/0710, VOL 95200356",1,8,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,PSE 0W40,"DMX XLT EURO SYN 0W40 CS API SN,ACEA A3/B3, A3/B4 BMW LL-01,MB 229.3, 229.5 VW 501.01/502.00/505.00",1,2,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,PSE 5W40,"DMX XLT EURO SYN 5W40 BX API SN,ACEA A3/B3, A3/B4 BMW LL-01,MB 229.3, 229.5 VW 502.00/505.00",1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,PS 0W16,"DMX XLT SYN 0W16 6/G BX API SP, SN PLUS ILSAC GF-6B RESOURCE CONSERVING",1,4,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,PS 5W20,"DMX XLT SYN 5W20 BU API SP, ILSAC GF-6A WSS M2C960-A1,M2C945-B1 GM6094M MS-6395",1,2,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,DS 5W40,"DRY DSLALL ELITE 5W40 DR API CK-4, API SN CES20086, ACEA E9, E7 MB 228.31, VDS-4.5",1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,D 15W40,"DRY DSLALL FLTSB 15W40 CS API CK4/SN, ACEA-E9 CES20086 WSS-M2C171-F2 MB 228.3, 228.31,VDS-4.6",1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,DS1,FULL SERVICE DIESEL OIL CHANGE,1,3,1
