STORE_NUMBER,STORE_NAME,STORE_NAME_FULL,CITY,STATE,LATITUDE,LONGITUDE,ADDRESS1,ZIP_CODE,L1_CATEGORY,L2_SUBCATEGORY,SERVICE_CODE,SERVICE_NAME,IS_OIL_TRANSACTION,TRANSACTION_COUNT,OFFERS_SERVICE
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Cabin Air Filter,C31412,C31412 CABIN AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Cabin Air Filter,C31449,C31449 CABIN AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Cabin Air Filter,C33232,C33232 CABIN AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Cabin Air Filter,C35479,C35479 CABIN AIR FILTER,1,2,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Cabin Air Filter,C35519,C35519 CABIN AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Cabin Air Filter,C35530,C35530 CABIN AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Cabin Air Filter,C35644,C35644 CABIN AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Cabin Air Filter,C35667,C35667 CABIN AIR FILTER,1,10,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Cabin Air Filter,C35865,C35865 CABIN AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Cabin Air Filter,C36080,C36080 CABIN AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Cabin Air Filter,C36115,C36115 CABIN AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Cabin Air Filter,C36154C,C36154C CABIN AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Cabin Air Filter,C36156,C36156 CABIN AIR FILTER,1,2,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Cabin Air Filter,C36158,C36158 CABIN AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Cabin Air Filter,C38155,C38155 CABIN AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Cabin Air Filter,C38173,C38173 CABIN AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Cabin Air Filter,C38188,C38188 CABIN AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Cabin Air Filter,C38214,C38214 CABIN AIR FILTER,1,5,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Cabin Air Filter,C38222,C38222 CABIN AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Cabin Air Filter,C38224C,C38224C CABIN AIR FILTER,1,5,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A1366,A1366 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A1400,A1400 AIR FILTER,1,3,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A1436,A1436 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A1443,A1443 AIR FILTER,1,2,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A1444,A1444 AIR FILTER,1,2,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A1467,A1467 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A1480,A1480 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A1482,A1482 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A1502,A1502 AIR FILTER,1,2,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A1515,A1515 AIR FILTER,1,3,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A1517,A1517 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A1529,A1529 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A1775,A1775 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A3465,A3465 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A4278,A4278 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A4731,A4731 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5305,A5305 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5314,A5314 AIR FILTER,1,4,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5363,A5363 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5418,A5418 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5432,A5432 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5433,A5433 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5456,A5456 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5462,A5462 AIR FILTER,1,3,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5463,A5463 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5503,A5503 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5566,A5566 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5592,A5592 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5642,A5642 AIR FILTER,1,5,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5649,A5649 AIR FILTER,1,3,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5650,A5650 AIR FILTER,1,2,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5651,A5651 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5655,A5655 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5703,A5703 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5786,A5786 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5799,A5799 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A5819,A5819 AIR FILTER,1,2,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A6102,A6102 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A6116,A6116 AIR FILTER,1,4,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A6122,A6122 AIR FILTER,1,2,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A6124,A6124 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A6149,A6149 AIR FILTER,1,2,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A6152,A6152 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A6272,A6272 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A6280,A6280 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A6313,A6313 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A6314,A6314 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A6320,A6320 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A8171,A8171 AIR FILTER,1,2,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A8172,A8172 AIR FILTER,1,3,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A8193,A8193 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A8197,A8197 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A8220,A8220 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A8225,A8225 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A9502,A9502 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A9519,A9519 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A9520,A9520 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A9524,A9524 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A9525,A9525 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A9531,A9531 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Air Filters,Engine Air Filter,A9892,A9892 AIR FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Brakes,Brake Pads / Rotors,COMM,missing brake cap u.a,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Differentials,Front Differential,FDS,FRONT DIFFERENTIAL SERVICE,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Differentials,Gear Oil,75/90,SAE 75W-90 SYNTHETIC GL5,1,2,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Differentials,Rear Differential,RDS,REAR DIFFERENTIAL SERVICE,1,2,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Emissions & Inspections,Vehicle Check / Inspection,CKLST,!SERVICE CHECKLIST,1,274,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Engine,Uncategorized,COMM,oil pan gasket leaks u.a,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Engine,Uncategorized,COMM,threads of the oil pan ua,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Fluids & Cooling,Coolant / Antifreeze Service,COMM,coolant cap missing u.a,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Fluids & Cooling,Coolant / Antifreeze Service,COMM,coolant leaks u.a,1,2,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Fuel System,Fuel Filter,F80409,F80409 FUEL FILTER,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Lighting,Other Bulbs,194NA,194NA LIGHT BULB,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Lighting,Other Bulbs,3157,3157 LIGHT BULB,1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,OL6,!FS-PREMIUM SYNTHETIC OIL,1,41,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,OL1,!FS-SYNTHETIC BLEND OIL,1,35,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,CO,CUSTOMER'S MOTOR OIL,1,5,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,COF,CUSTOMER'S OIL FILTER,1,4,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,FS 0W20,"DMX DEXOS G3 SYN 0W20 BU API SP RC, SN PLUS ILSAC GF-6A dexos1TGen3, MS-6395 WSS-M2C962-A1",1,57,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,FS 5W30,"DMX DEXOS G3 SYN 5W30 BU API SP RC, SN PLUS ILSAC GF-6A dexos1TGen3, MS-6395 WSS-M2C961-A1",1,79,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,5W20,"DMX SB 5W20 BU API-SP. ILSAC GF-6A MS-10797, GM6094M WSS-M2C945-B1, M2C960-A1 MS-6395",1,15,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,5W30,DMX SB 5W30 BU API-SP. ILSAC GF-6A GM6094M WSS-M2C946-B1 MS-6395,1,17,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,FS 5W20,"DMX SYN 5W20 BU API SP, ILSAC GF-6A WSS M2C960-A1,M2C945-B1 MS-6395, GM 6094M",1,47,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,PSE 0W20,"DMX SYN DEXOS D 0W20 BX API SP, SN Plus GM Dexos D, MB 229.71 ACEA C5,C6 WSS-M2C952-A1",1,3,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,PS 5W30,"DMX SYN XLT G3 5W30 BU API SP, ILSAC GF-6A WSS M2C961-A1,M2C946-B1 GM4718M, GM6094M MS-6395",1,6,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,PS 0W20,"DMX XLT DEXOS G3 0W20 DR API SP, ILSAC GF-6A WSS M2C962-A1,M2C947-B1 GM4718M, GM6094M MS-6395",1,10,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,PSE 5W30,"DMX XLT EURO C3 5W30 CS VW 504.00, 507.00, MB 229.31, 229.51 229.52, PORSCHE C30, API SP, SN PLUS ACEA C2, C3, API SP",1,2,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,EU 0W20,"DMX XLT EURO C5 0W20 CS API SP Resource Conservin ILSAC GF-6A VW 508.00/509.00 ACEA C5-21, MB 229.71",1,1,1
1,Grease Monkey (ADI) #1,Grease Monkey (ADI),Thornton,CO,39.858704,-104.978372,8885 N. Washington St.,80229,Oil Change,Oil Change Service,EU 0W20,"DMX XLT EURO C5 0W20 Q API SP Resource Conservin ILSAC GF-6A VW 508.00/509.00 ACEA C5-21, MB 229.71",1,1,1
